engagement_id,member_id,record_date,check_ins_count,app_logins_count,classes_attended,trainer_sessions,engagement_score,last_visit_date,at_risk_flag,churn_probability
ENG00005944,MEM002099,2024-05-21,23,39,7,6,100.0,2024-04-30,No,0.0
ENG00005945,MEM000197,2024-01-05,24,20,10,6,100.0,2023-12-13,No,0.0
ENG00005946,MEM000173,2024-03-03,5,46,15,1,100.0,2024-02-02,No,0.0
ENG00005947,MEM001594,2024-10-29,9,30,4,6,100.0,2024-10-19,No,0.0
ENG00005948,MEM001354,2024-06-09,26,34,4,6,100.0,2024-05-23,No,0.0
ENG00005949,MEM002260,2024-02-05,18,24,12,7,100.0,2024-02-04,No,0.0
ENG00005950,MEM000120,2024-03-03,29,27,12,4,100.0,2024-02-25,No,0.0
ENG00005951,MEM000735,2024-01-03,23,33,7,3,100.0,2023-12-08,No,0.0
ENG00005952,MEM000709,2024-09-16,1,43,12,1,93.5,2024-08-24,No,0.07
ENG00005953,MEM002413,2024-10-29,27,40,14,8,100.0,2024-09-29,No,0.0
ENG00005954,MEM000476,2024-10-13,11,48,13,6,100.0,2024-10-09,No,0.0
ENG00005955,MEM002476,2024-01-16,7,6,10,3,97.0,2023-12-18,No,0.03
ENG00005956,MEM001109,2024-11-10,19,4,14,0,100.0,2024-10-31,No,0.0
ENG00005957,MEM000343,2024-09-04,24,47,4,5,100.0,2024-08-16,No,0.0
ENG00005958,MEM001730,2024-02-02,0,26,13,3,100.0,2024-01-24,No,0.0
ENG00005959,MEM001131,2024-11-14,1,47,10,7,100.0,2024-10-25,No,0.0
ENG00005960,MEM001042,2024-02-28,28,7,5,2,100.0,2024-02-18,No,0.0
ENG00005961,MEM000735,2024-06-21,9,5,6,7,100.0,2024-06-14,No,0.0
ENG00005962,MEM001246,2024-01-26,12,33,7,7,100.0,2024-01-18,No,0.0
ENG00005963,MEM000373,2024-04-11,18,7,10,6,100.0,2024-03-27,No,0.0
ENG00005964,MEM001081,2024-07-18,22,45,1,8,100.0,2024-06-29,No,0.0
ENG00005965,MEM001678,2024-12-07,3,48,1,3,65.0,2024-11-29,No,0.35
ENG00005966,MEM000806,2024-12-11,11,37,13,2,100.0,2024-12-02,No,0.0
ENG00005967,MEM002017,2024-09-21,17,35,6,5,100.0,2024-08-27,No,0.0
ENG00005968,MEM001301,2024-06-12,21,5,2,8,100.0,2024-06-10,No,0.0
ENG00005969,MEM001816,2024-04-25,27,39,4,1,100.0,2024-04-09,No,0.0
ENG00005970,MEM001355,2024-07-19,22,44,3,8,100.0,2024-07-16,No,0.0
ENG00005971,MEM002385,2024-07-20,0,6,11,1,68.0,2024-06-30,No,0.32
ENG00005972,MEM000554,2024-02-22,11,8,1,2,51.0,2024-01-24,No,0.49
ENG00005973,MEM002456,2024-12-12,5,34,8,6,100.0,2024-12-09,No,0.0
ENG00005974,MEM001850,2024-08-02,19,42,15,0,100.0,2024-07-23,No,0.0
ENG00005975,MEM000672,2024-03-29,5,10,1,7,90.0,2024-03-23,No,0.1
ENG00005976,MEM001752,2024-03-15,25,45,9,1,100.0,2024-03-03,No,0.0
ENG00005977,MEM001488,2024-10-30,15,45,1,0,57.5,2024-10-01,No,0.42
ENG00005978,MEM000288,2024-03-18,15,31,10,5,100.0,2024-03-15,No,0.0
ENG00005979,MEM000584,2024-03-18,2,25,3,7,100.0,2024-03-05,No,0.0
ENG00005980,MEM002444,2024-01-12,22,2,9,1,100.0,2024-01-06,No,0.0
ENG00005981,MEM000955,2024-02-29,29,10,11,4,100.0,2024-02-19,No,0.0
ENG00005982,MEM002476,2024-12-11,20,11,3,3,90.5,2024-11-27,No,0.1
ENG00005983,MEM000133,2024-03-06,26,9,12,0,100.0,2024-02-28,No,0.0
ENG00005984,MEM001636,2024-09-12,24,8,7,1,97.0,2024-08-31,No,0.03
ENG00005985,MEM000317,2024-11-15,19,18,3,5,100.0,2024-11-02,No,0.0
ENG00005986,MEM000036,2024-07-12,3,36,10,6,100.0,2024-07-07,No,0.0
ENG00005987,MEM000534,2024-08-11,20,45,8,7,100.0,2024-07-27,No,0.0
ENG00005988,MEM001437,2024-06-25,18,16,5,0,69.0,2024-06-18,No,0.31
ENG00005989,MEM001231,2024-07-09,0,30,7,1,60.0,2024-07-04,No,0.4
ENG00005990,MEM001336,2024-01-15,1,29,6,6,100.0,2023-12-17,No,0.0
ENG00005991,MEM002411,2024-12-08,11,50,9,5,100.0,2024-12-08,No,0.0
ENG00005992,MEM001996,2024-07-22,17,21,13,3,100.0,2024-06-29,No,0.0
ENG00005993,MEM000218,2024-02-24,30,3,5,8,100.0,2024-02-17,No,0.0
ENG00005994,MEM001525,2024-07-29,17,15,3,7,100.0,2024-07-05,No,0.0
ENG00005995,MEM000297,2024-09-25,2,28,15,1,100.0,2024-09-05,No,0.0
ENG00005996,MEM001037,2024-06-29,6,34,6,2,79.0,2024-06-16,No,0.21
ENG00005997,MEM002369,2024-01-17,28,47,9,7,100.0,2024-01-04,No,0.0
ENG00005998,MEM000511,2024-04-24,10,34,1,0,42.0,2024-04-16,No,0.58
ENG00005999,MEM001609,2024-05-28,19,27,5,2,96.5,2024-04-30,No,0.04
ENG00006000,MEM002218,2024-02-05,25,9,1,3,89.5,2024-01-31,No,0.1
ENG00006001,MEM001820,2024-10-25,20,19,11,1,100.0,2024-10-09,No,0.0
ENG00006002,MEM001417,2024-07-20,15,41,7,6,100.0,2024-06-27,No,0.0
ENG00006003,MEM001401,2024-11-20,17,13,7,1,85.5,2024-10-30,No,0.14
ENG00006004,MEM000656,2024-05-07,29,14,11,7,100.0,2024-04-09,No,0.0
ENG00006005,MEM000124,2024-09-01,9,27,15,2,100.0,2024-08-24,No,0.0
ENG00006006,MEM001851,2024-01-17,13,0,4,6,100.0,2023-12-21,No,0.0
ENG00006007,MEM000481,2024-07-14,6,46,3,8,100.0,2024-07-06,No,0.0
ENG00006008,MEM001337,2024-01-22,22,11,2,6,100.0,2023-12-31,No,0.0
ENG00006009,MEM001397,2024-01-05,23,13,9,0,97.5,2023-12-30,No,0.03
ENG00006010,MEM000936,2024-05-30,12,50,5,7,100.0,2024-05-18,No,0.0
ENG00006011,MEM002010,2024-08-11,8,38,15,7,100.0,2024-07-21,No,0.0
ENG00006012,MEM001625,2024-11-05,20,37,0,1,68.5,2024-10-20,No,0.32
ENG00006013,MEM002289,2024-04-30,28,26,12,2,100.0,2024-04-01,No,0.0
ENG00006014,MEM000380,2024-06-01,4,30,7,8,100.0,2024-05-25,No,0.0
ENG00006015,MEM000841,2024-11-16,12,11,8,0,69.5,2024-10-27,No,0.3
ENG00006016,MEM001985,2024-04-02,3,27,11,7,100.0,2024-03-18,No,0.0
ENG00006017,MEM002372,2024-09-23,14,36,9,3,100.0,2024-09-13,No,0.0
ENG00006018,MEM001861,2024-05-30,13,38,12,8,100.0,2024-05-13,No,0.0
ENG00006019,MEM000485,2024-07-02,23,0,12,0,100.0,2024-06-11,No,0.0
ENG00006020,MEM001222,2024-10-21,8,19,7,4,100.0,2024-10-14,No,0.0
ENG00006021,MEM001546,2024-04-25,9,12,3,0,39.0,2024-04-07,No,0.61
ENG00006022,MEM001399,2024-11-14,18,18,11,0,100.0,2024-11-12,No,0.0
ENG00006023,MEM002305,2024-03-31,14,47,12,1,100.0,2024-03-14,No,0.0
ENG00006024,MEM000839,2024-01-10,9,9,13,1,97.5,2024-01-03,No,0.03
ENG00006025,MEM000145,2024-07-28,6,18,4,5,91.0,2024-07-19,No,0.09
ENG00006026,MEM000878,2024-08-14,21,35,12,7,100.0,2024-08-12,No,0.0
ENG00006027,MEM000897,2024-07-05,28,24,0,2,88.0,2024-06-27,No,0.12
ENG00006028,MEM000452,2024-12-03,24,46,9,3,100.0,2024-11-21,No,0.0
ENG00006029,MEM000789,2024-01-21,13,4,0,1,38.0,2024-01-14,No,0.62
ENG00006030,MEM001707,2024-10-10,29,24,0,8,100.0,2024-10-09,No,0.0
ENG00006031,MEM002086,2024-05-05,9,39,3,0,52.5,2024-04-18,No,0.47
ENG00006032,MEM000964,2024-06-26,30,12,13,8,100.0,2024-06-02,No,0.0
ENG00006033,MEM002126,2024-06-01,8,41,6,0,66.5,2024-05-15,No,0.34
ENG00006034,MEM001680,2024-10-02,7,1,4,8,100.0,2024-09-18,No,0.0
ENG00006035,MEM002448,2024-02-20,18,7,0,3,69.5,2024-01-25,No,0.3
ENG00006036,MEM000517,2024-08-10,9,43,1,5,94.5,2024-07-13,No,0.06
ENG00006037,MEM000372,2024-09-14,7,23,10,2,95.5,2024-08-26,No,0.04
ENG00006038,MEM000610,2024-05-23,21,44,10,1,100.0,2024-05-17,No,0.0
ENG00006039,MEM000229,2024-10-18,11,12,4,4,88.0,2024-10-14,No,0.12
ENG00006040,MEM001229,2024-04-10,28,0,1,0,61.0,2024-03-16,No,0.39
ENG00006041,MEM002348,2024-03-23,29,28,0,6,100.0,2024-02-27,No,0.0
ENG00006042,MEM000886,2024-01-26,9,6,11,0,76.0,2024-01-12,No,0.24
ENG00006043,MEM000908,2024-01-07,22,2,9,0,90.0,2023-12-22,No,0.1
ENG00006044,MEM000151,2024-05-08,30,47,6,6,100.0,2024-04-09,No,0.0
ENG00006045,MEM001449,2024-10-06,7,6,11,8,100.0,2024-09-12,No,0.0
ENG00006046,MEM000647,2024-05-09,24,18,8,0,97.0,2024-04-20,No,0.03
ENG00006047,MEM000781,2024-09-02,5,14,11,1,82.0,2024-08-26,No,0.18
ENG00006048,MEM000052,2024-03-06,10,25,5,0,57.5,2024-02-20,No,0.42
ENG00006049,MEM000658,2024-08-07,0,48,15,4,100.0,2024-08-05,No,0.0
ENG00006050,MEM002053,2024-11-05,17,8,3,2,73.0,2024-10-20,No,0.27
ENG00006051,MEM000459,2024-10-23,27,14,8,1,100.0,2024-10-17,No,0.0
ENG00006052,MEM002302,2024-09-14,7,11,7,2,74.5,2024-08-20,No,0.26
ENG00006053,MEM000337,2024-05-31,19,33,15,5,100.0,2024-05-27,No,0.0
ENG00006054,MEM001276,2024-08-31,23,22,7,1,100.0,2024-08-04,No,0.0
ENG00006055,MEM001229,2024-11-25,21,15,8,6,100.0,2024-11-02,No,0.0
ENG00006056,MEM000148,2024-07-12,14,48,8,3,100.0,2024-06-20,No,0.0
ENG00006057,MEM002104,2024-07-24,26,46,14,0,100.0,2024-06-30,No,0.0
ENG00006058,MEM000913,2024-08-17,7,17,15,7,100.0,2024-08-02,No,0.0
ENG00006059,MEM000107,2024-10-09,5,25,13,0,87.5,2024-09-23,No,0.12
ENG00006060,MEM002363,2024-06-19,29,48,11,6,100.0,2024-05-21,No,0.0
ENG00006061,MEM000362,2024-04-21,7,41,5,3,89.5,2024-04-09,No,0.1
ENG00006062,MEM000523,2024-11-16,24,17,1,4,100.0,2024-10-17,No,0.0
ENG00006063,MEM001865,2024-02-15,27,48,8,4,100.0,2024-01-23,No,0.0
ENG00006064,MEM001973,2024-01-07,17,18,8,8,100.0,2023-12-25,No,0.0
ENG00006065,MEM001727,2024-05-14,27,17,9,2,100.0,2024-04-14,No,0.0
ENG00006066,MEM000143,2024-04-25,7,47,13,3,100.0,2024-04-20,No,0.0
ENG00006067,MEM000400,2024-05-13,8,6,0,0,19.0,2024-05-05,Yes,0.81
ENG00006068,MEM001397,2024-03-19,29,19,6,4,100.0,2024-02-26,No,0.0
ENG00006069,MEM001127,2024-01-24,22,48,6,2,100.0,2024-01-03,No,0.0
ENG00006070,MEM002384,2024-04-19,21,42,3,6,100.0,2024-04-03,No,0.0
ENG00006071,MEM000620,2024-09-22,26,21,1,5,100.0,2024-09-10,No,0.0
ENG00006072,MEM002273,2024-04-19,13,32,0,0,42.0,2024-04-14,No,0.58
ENG00006073,MEM001845,2024-01-11,26,10,14,8,100.0,2023-12-13,No,0.0
ENG00006074,MEM000737,2024-09-04,19,7,15,4,100.0,2024-08-11,No,0.0
ENG00006075,MEM002436,2024-01-11,30,41,2,4,100.0,2023-12-22,No,0.0
ENG00006076,MEM002218,2024-08-02,11,44,3,7,100.0,2024-07-29,No,0.0
ENG00006077,MEM002112,2024-11-18,11,25,15,8,100.0,2024-10-30,No,0.0
ENG00006078,MEM000501,2024-01-08,7,34,0,6,91.0,2023-12-16,No,0.09
ENG00006079,MEM002264,2024-08-07,8,46,15,8,100.0,2024-07-24,No,0.0
ENG00006080,MEM001290,2024-09-09,15,17,5,5,100.0,2024-08-11,No,0.0
ENG00006081,MEM002166,2024-06-14,2,26,0,0,17.0,2024-05-27,Yes,0.83
ENG00006082,MEM002028,2024-01-08,28,24,7,7,100.0,2023-12-16,No,0.0
ENG00006083,MEM001886,2024-12-09,11,47,0,1,55.5,2024-11-25,No,0.45
ENG00006084,MEM001203,2024-05-01,11,46,0,2,65.0,2024-04-27,No,0.35
ENG00006085,MEM002198,2024-07-23,14,36,12,1,100.0,2024-06-27,No,0.0
ENG00006086,MEM000377,2024-08-04,0,7,13,4,100.0,2024-07-09,No,0.0
ENG00006087,MEM001531,2024-06-15,7,17,7,4,97.5,2024-05-20,No,0.03
ENG00006088,MEM001942,2024-01-28,6,47,7,6,100.0,2024-01-19,No,0.0
ENG00006089,MEM001732,2024-08-19,30,17,15,5,100.0,2024-07-24,No,0.0
ENG00006090,MEM002475,2024-06-13,5,3,12,2,91.5,2024-06-11,No,0.09
ENG00006091,MEM001504,2024-07-21,27,44,6,7,100.0,2024-06-28,No,0.0
ENG00006092,MEM002287,2024-09-07,16,18,6,5,100.0,2024-09-05,No,0.0
ENG00006093,MEM002118,2024-02-10,21,22,11,5,100.0,2024-01-23,No,0.0
ENG00006094,MEM000437,2024-03-07,7,40,9,6,100.0,2024-02-16,No,0.0
ENG00006095,MEM002106,2024-09-18,24,6,15,6,100.0,2024-08-31,No,0.0
ENG00006096,MEM001061,2024-05-21,5,15,7,2,72.5,2024-05-15,No,0.28
ENG00006097,MEM000717,2024-01-08,28,37,7,3,100.0,2023-12-23,No,0.0
ENG00006098,MEM001895,2024-11-10,25,46,13,8,100.0,2024-10-14,No,0.0
ENG00006099,MEM002113,2024-06-21,15,38,12,4,100.0,2024-05-28,No,0.0
ENG00006100,MEM001527,2024-12-08,17,22,11,1,100.0,2024-11-16,No,0.0
ENG00006101,MEM001385,2024-06-10,11,17,14,0,100.0,2024-06-03,No,0.0
ENG00006102,MEM002010,2024-07-19,5,16,15,2,100.0,2024-07-13,No,0.0
ENG00006103,MEM000937,2024-12-11,21,25,3,2,89.5,2024-11-27,No,0.1
ENG00006104,MEM001454,2024-10-21,7,29,2,3,68.5,2024-09-22,No,0.32
ENG00006105,MEM000346,2024-07-28,8,28,10,8,100.0,2024-07-20,No,0.0
ENG00006106,MEM000584,2024-03-10,9,43,9,4,100.0,2024-03-03,No,0.0
ENG00006107,MEM001901,2024-11-01,2,24,10,0,66.0,2024-10-21,No,0.34
ENG00006108,MEM001855,2024-02-08,15,36,7,8,100.0,2024-01-26,No,0.0
ENG00006109,MEM001428,2024-05-02,5,12,12,2,96.0,2024-04-11,No,0.04
ENG00006110,MEM001127,2024-07-02,14,1,14,5,100.0,2024-06-05,No,0.0
ENG00006111,MEM001647,2024-09-23,28,48,0,7,100.0,2024-09-17,No,0.0
ENG00006112,MEM001496,2024-01-06,28,28,0,1,80.0,2023-12-15,No,0.2
ENG00006113,MEM000438,2024-04-07,1,30,12,4,100.0,2024-03-27,No,0.0
ENG00006114,MEM002029,2024-09-25,24,34,2,5,100.0,2024-08-30,No,0.0
ENG00006115,MEM001236,2024-02-07,15,18,13,5,100.0,2024-01-27,No,0.0
ENG00006116,MEM000451,2024-02-26,7,20,4,8,100.0,2024-02-13,No,0.0
ENG00006117,MEM001626,2024-11-04,11,10,8,7,100.0,2024-10-27,No,0.0
ENG00006118,MEM001868,2024-06-21,0,16,13,1,83.0,2024-06-08,No,0.17
ENG00006119,MEM000293,2024-05-29,10,19,13,2,100.0,2024-04-29,No,0.0
ENG00006120,MEM000504,2024-09-29,14,19,1,1,52.5,2024-09-05,No,0.47
ENG00006121,MEM001729,2024-09-09,28,29,4,0,90.5,2024-09-07,No,0.1
ENG00006122,MEM000335,2024-06-04,25,21,13,8,100.0,2024-06-02,No,0.0
ENG00006123,MEM001836,2024-05-15,0,24,14,3,100.0,2024-05-11,No,0.0
ENG00006124,MEM000852,2024-09-30,10,38,15,4,100.0,2024-09-17,No,0.0
ENG00006125,MEM001839,2024-10-05,11,5,12,5,100.0,2024-09-24,No,0.0
ENG00006126,MEM002082,2024-03-31,30,18,4,2,100.0,2024-03-12,No,0.0
ENG00006127,MEM002439,2024-06-15,17,1,5,5,100.0,2024-05-22,No,0.0
ENG00006128,MEM000899,2024-04-02,3,11,0,7,81.5,2024-04-01,No,0.18
ENG00006129,MEM000923,2024-04-01,10,0,8,0,60.0,2024-03-11,No,0.4
ENG00006130,MEM001290,2024-04-22,4,17,5,2,61.5,2024-04-17,No,0.39
ENG00006131,MEM000644,2024-12-15,18,43,11,6,100.0,2024-11-30,No,0.0
ENG00006132,MEM001576,2024-09-12,4,2,3,2,44.0,2024-08-13,No,0.56
ENG00006133,MEM002076,2024-02-01,25,20,15,8,100.0,2024-01-04,No,0.0
ENG00006134,MEM002030,2024-06-18,8,27,6,0,59.5,2024-05-28,No,0.41
ENG00006135,MEM001999,2024-08-07,24,8,9,8,100.0,2024-07-25,No,0.0
ENG00006136,MEM002382,2024-05-06,18,21,0,6,100.0,2024-05-02,No,0.0
ENG00006137,MEM001292,2024-11-07,15,13,5,3,91.5,2024-11-06,No,0.09
ENG00006138,MEM001973,2024-07-17,2,2,8,7,100.0,2024-07-09,No,0.0
ENG00006139,MEM001532,2024-05-07,17,22,7,3,100.0,2024-04-15,No,0.0
ENG00006140,MEM001817,2024-06-06,1,21,7,6,100.0,2024-06-05,No,0.0
ENG00006141,MEM000905,2024-04-18,27,4,11,8,100.0,2024-03-24,No,0.0
ENG00006142,MEM000417,2024-11-02,30,31,14,5,100.0,2024-10-31,No,0.0
ENG00006143,MEM000856,2024-12-04,20,6,15,0,100.0,2024-11-25,No,0.0
ENG00006144,MEM001289,2024-02-18,17,5,1,5,91.5,2024-01-27,No,0.09
ENG00006145,MEM001226,2024-02-01,1,43,3,7,100.0,2024-01-07,No,0.0
ENG00006146,MEM002111,2024-11-03,22,40,11,4,100.0,2024-10-22,No,0.0
ENG00006147,MEM000834,2024-10-15,28,23,12,2,100.0,2024-10-10,No,0.0
ENG00006148,MEM002497,2024-04-29,8,34,1,3,68.0,2024-04-14,No,0.32
ENG00006149,MEM002200,2024-10-30,29,34,3,8,100.0,2024-10-03,No,0.0
ENG00006150,MEM000345,2024-12-09,13,11,9,1,86.5,2024-12-07,No,0.14
ENG00006151,MEM000909,2024-08-11,12,27,5,3,92.5,2024-07-28,No,0.07
ENG00006152,MEM001557,2024-06-06,13,29,2,6,100.0,2024-05-13,No,0.0
ENG00006153,MEM000190,2024-04-25,3,6,7,0,44.0,2024-03-30,No,0.56
ENG00006154,MEM000872,2024-04-30,30,46,1,3,100.0,2024-04-25,No,0.0
ENG00006155,MEM000786,2024-11-26,25,28,3,5,100.0,2024-11-07,No,0.0
ENG00006156,MEM000886,2024-02-07,14,46,13,4,100.0,2024-01-15,No,0.0
ENG00006157,MEM000658,2024-04-25,3,12,10,8,100.0,2024-04-17,No,0.0
ENG00006158,MEM001839,2024-02-09,19,3,1,8,100.0,2024-01-25,No,0.0
ENG00006159,MEM000883,2024-10-29,15,35,5,3,100.0,2024-09-29,No,0.0
ENG00006160,MEM002225,2024-03-05,12,6,15,0,100.0,2024-02-21,No,0.0
ENG00006161,MEM001976,2024-08-29,10,27,11,4,100.0,2024-08-27,No,0.0
ENG00006162,MEM001285,2024-04-19,8,34,4,2,73.0,2024-03-29,No,0.27
ENG00006163,MEM000286,2024-09-17,7,42,15,2,100.0,2024-08-22,No,0.0
ENG00006164,MEM000315,2024-02-17,3,30,12,8,100.0,2024-02-17,No,0.0
ENG00006165,MEM002078,2024-10-25,5,10,12,2,95.0,2024-10-21,No,0.05
ENG00006166,MEM001600,2024-03-01,30,35,15,8,100.0,2024-02-22,No,0.0
ENG00006167,MEM000180,2024-03-19,22,46,2,2,97.0,2024-03-03,No,0.03
ENG00006168,MEM001621,2024-10-05,19,14,6,0,75.0,2024-09-14,No,0.25
ENG00006169,MEM001790,2024-03-04,15,29,11,0,99.5,2024-03-02,No,0.01
ENG00006170,MEM001560,2024-10-26,26,25,4,7,100.0,2024-10-18,No,0.0
ENG00006171,MEM001618,2024-01-13,12,23,1,1,50.5,2024-01-02,No,0.49
ENG00006172,MEM000316,2024-10-13,2,43,11,7,100.0,2024-09-30,No,0.0
ENG00006173,MEM000809,2024-02-02,5,32,4,0,46.0,2024-01-30,No,0.54
ENG00006174,MEM001199,2024-11-02,19,22,0,3,79.0,2024-10-13,No,0.21
ENG00006175,MEM002417,2024-12-12,9,24,8,7,100.0,2024-11-25,No,0.0
ENG00006176,MEM000708,2024-02-27,27,43,13,4,100.0,2024-02-03,No,0.0
ENG00006177,MEM001159,2024-10-06,5,7,5,6,98.5,2024-09-14,No,0.01
ENG00006178,MEM002300,2024-07-10,8,12,8,0,62.0,2024-06-19,No,0.38
ENG00006179,MEM001918,2024-03-31,27,22,15,7,100.0,2024-03-24,No,0.0
ENG00006180,MEM000521,2024-07-05,3,41,13,5,100.0,2024-06-11,No,0.0
ENG00006181,MEM001608,2024-11-25,12,48,12,6,100.0,2024-11-04,No,0.0
ENG00006182,MEM001201,2024-07-15,15,42,9,5,100.0,2024-07-10,No,0.0
ENG00006183,MEM001695,2024-05-05,24,8,7,6,100.0,2024-04-18,No,0.0
ENG00006184,MEM000715,2024-02-20,6,39,4,8,100.0,2024-01-31,No,0.0
ENG00006185,MEM000318,2024-05-16,1,20,15,1,97.0,2024-05-02,No,0.03
ENG00006186,MEM000687,2024-01-29,3,20,0,6,76.0,2024-01-16,No,0.24
ENG00006187,MEM000148,2024-10-09,25,41,5,4,100.0,2024-09-23,No,0.0
ENG00006188,MEM000069,2024-01-30,1,34,10,0,69.0,2024-01-01,No,0.31
ENG00006189,MEM002320,2024-11-27,12,18,8,0,73.0,2024-10-31,No,0.27
ENG00006190,MEM000926,2024-02-23,19,47,6,7,100.0,2024-02-03,No,0.0
ENG00006191,MEM001450,2024-02-02,27,38,5,2,100.0,2024-02-02,No,0.0
ENG00006192,MEM002243,2024-02-18,21,2,1,6,100.0,2024-01-21,No,0.0
ENG00006193,MEM002383,2024-03-13,24,3,2,2,79.5,2024-03-03,No,0.2
ENG00006194,MEM000831,2024-12-02,26,11,13,8,100.0,2024-11-05,No,0.0
ENG00006195,MEM001516,2024-05-02,3,21,8,0,56.5,2024-04-05,No,0.43
ENG00006196,MEM001595,2024-07-04,8,33,4,1,62.5,2024-06-28,No,0.38
ENG00006197,MEM001297,2024-12-04,27,46,11,5,100.0,2024-11-09,No,0.0
ENG00006198,MEM001965,2024-05-11,13,29,4,3,90.5,2024-05-08,No,0.1
ENG00006199,MEM000921,2024-02-10,1,15,5,2,54.5,2024-01-17,No,0.46
ENG00006200,MEM001571,2024-04-17,16,28,14,7,100.0,2024-04-11,No,0.0
ENG00006201,MEM000481,2024-02-10,11,24,14,2,100.0,2024-02-09,No,0.0
ENG00006202,MEM000282,2024-11-30,19,39,13,8,100.0,2024-11-25,No,0.0
ENG00006203,MEM001536,2024-09-18,14,2,0,4,69.0,2024-09-06,No,0.31
ENG00006204,MEM001967,2024-12-07,1,15,11,1,74.5,2024-11-17,No,0.26
ENG00006205,MEM000703,2024-05-05,5,12,5,8,100.0,2024-04-05,No,0.0
ENG00006206,MEM002155,2024-04-29,29,14,10,6,100.0,2024-04-11,No,0.0
ENG00006207,MEM000397,2024-06-19,11,38,10,5,100.0,2024-06-02,No,0.0
ENG00006208,MEM001132,2024-03-26,22,4,12,7,100.0,2024-03-17,No,0.0
ENG00006209,MEM000660,2024-07-02,7,13,3,0,35.5,2024-06-26,No,0.65
ENG00006210,MEM000346,2024-10-20,28,3,14,6,100.0,2024-10-10,No,0.0
ENG00006211,MEM001285,2024-05-14,17,46,0,6,100.0,2024-04-26,No,0.0
ENG00006212,MEM002294,2024-01-30,16,31,8,8,100.0,2024-01-17,No,0.0
ENG00006213,MEM000293,2024-03-15,22,50,0,2,89.0,2024-03-06,No,0.11
ENG00006214,MEM002352,2024-01-18,13,4,1,2,53.0,2024-01-04,No,0.47
ENG00006215,MEM000892,2024-02-05,17,16,14,4,100.0,2024-01-10,No,0.0
ENG00006216,MEM000093,2024-10-05,17,31,9,2,100.0,2024-09-12,No,0.0
ENG00006217,MEM002287,2024-09-18,2,23,0,3,45.5,2024-08-23,No,0.55
ENG00006218,MEM002186,2024-12-11,4,2,9,4,94.0,2024-12-06,No,0.06
ENG00006219,MEM001214,2024-02-25,18,27,8,7,100.0,2024-02-06,No,0.0
ENG00006220,MEM001724,2024-05-01,4,8,9,4,97.0,2024-04-01,No,0.03
ENG00006221,MEM000559,2024-04-29,13,24,10,3,100.0,2024-04-05,No,0.0
ENG00006222,MEM000886,2024-10-24,7,26,12,8,100.0,2024-10-09,No,0.0
ENG00006223,MEM001734,2024-06-11,0,16,3,8,100.0,2024-05-21,No,0.0
ENG00006224,MEM000916,2024-01-21,17,18,7,4,100.0,2024-01-19,No,0.0
ENG00006225,MEM001530,2024-02-14,28,40,3,5,100.0,2024-01-27,No,0.0
ENG00006226,MEM000808,2024-04-21,4,34,7,5,100.0,2024-03-26,No,0.0
ENG00006227,MEM002061,2024-06-15,14,28,7,7,100.0,2024-05-23,No,0.0
ENG00006228,MEM001741,2024-10-01,15,9,3,4,89.5,2024-09-10,No,0.1
ENG00006229,MEM000801,2024-06-26,27,20,4,7,100.0,2024-05-29,No,0.0
ENG00006230,MEM001076,2024-03-04,2,32,2,3,60.0,2024-03-02,No,0.4
ENG00006231,MEM000997,2024-03-15,12,8,3,3,73.0,2024-03-04,No,0.27
ENG00006232,MEM000533,2024-10-11,5,24,9,2,87.0,2024-10-03,No,0.13
ENG00006233,MEM001390,2024-01-03,1,3,4,2,43.5,2023-12-28,No,0.56
ENG00006234,MEM000312,2024-10-19,24,47,3,7,100.0,2024-10-11,No,0.0
ENG00006235,MEM001453,2024-01-03,30,33,14,8,100.0,2023-12-14,No,0.0
ENG00006236,MEM002348,2024-10-14,5,25,15,7,100.0,2024-10-03,No,0.0
ENG00006237,MEM001573,2024-05-31,3,1,8,7,100.0,2024-05-16,No,0.0
ENG00006238,MEM000634,2024-04-22,19,26,8,3,100.0,2024-03-24,No,0.0
ENG00006239,MEM001705,2024-01-29,28,50,9,8,100.0,2024-01-25,No,0.0
ENG00006240,MEM001806,2024-12-15,30,31,7,0,100.0,2024-11-27,No,0.0
ENG00006241,MEM000984,2024-06-08,24,18,2,8,100.0,2024-05-15,No,0.0
ENG00006242,MEM002296,2024-12-14,0,2,10,3,81.0,2024-11-30,No,0.19
ENG00006243,MEM000126,2024-07-01,6,19,4,8,100.0,2024-06-01,No,0.0
ENG00006244,MEM002300,2024-05-10,1,2,6,7,100.0,2024-04-13,No,0.0
ENG00006245,MEM001883,2024-11-05,17,2,11,7,100.0,2024-10-21,No,0.0
ENG00006246,MEM001761,2024-11-26,2,20,6,8,100.0,2024-11-19,No,0.0
ENG00006247,MEM001990,2024-01-20,10,42,11,1,100.0,2024-01-11,No,0.0
ENG00006248,MEM000964,2024-06-09,0,50,11,8,100.0,2024-05-23,No,0.0
ENG00006249,MEM000409,2024-06-21,9,5,1,3,55.5,2024-06-18,No,0.45
ENG00006250,MEM000432,2024-03-26,22,5,15,1,100.0,2024-03-15,No,0.0
ENG00006251,MEM001953,2024-11-16,24,12,9,8,100.0,2024-11-09,No,0.0
ENG00006252,MEM001214,2024-02-12,25,40,7,3,100.0,2024-01-14,No,0.0
