name,type,muscle,difficulty,instructions,equipments,safety_info
Chin To Chest Stretch,stretching,neck,intermediate,"Get into a seated position on the floor. Place both hands at the rear of your head, fingers interlocked, thumbs pointing down and elbows pointing straight ahead. Slowly pull your head down to your chest. Hold for 20-30 seconds.",[],"Pull your head down slowly with light, even pressure—do not force or bounce. Keep shoulders relaxed and breathe while holding 20–30 seconds. Stop if you feel pain, numbness, or dizziness, and avoid this stretch if you have neck injuries or disc issues unless cleared by a professional."
Neck-SMR,stretching,neck,intermediate,"Using a muscle roller or a rolling pin, place the roller behind your head and against your neck. Make sure that you do not place the roller directly against the spine, but turned slightly so that the roller is pressed against the muscles to either side of the spine. This will be your starting position. Starting at the top of your neck, slowly roll down the muscles of your neck, pausing at points of tension for 10-30 seconds.","['muscle roller', 'rolling pin']","Intermediate: keep the roller off the cervical spine by angling to the muscles on either side; roll slowly and controlled, pausing 10–30 seconds at tender points."
Single-Leg Press,strength,quadriceps,intermediate,"Load the sled to an appropriate weight. Seat yourself on the machine, planting one foot on the platform in line with your hip. Your free foot can be placed on the ground. Maintain good spinal position with your head and chest up. Supporting the weight, fully extend the knee and unlock the sled. This will be your starting position. Lower the weight by flexing the hip and knee, continuing as far as flexibility allows. Do not allow your lumbar to take the load by moving your pelvis. At the bottom of the motion pause briefly and then return to the starting position by extending the hip and knee. Complete all repetitions for one leg before switching to the other.","['leg press machine', 'weight plates']","Use an appropriate load and support the sled when unlocking. Keep a neutral spine with head and chest up; do not let your pelvis move or your lower back take the load. Lower only as flexibility allows, pause at the bottom, and return with control."
Tire flip,strongman,quadriceps,intermediate,"Begin by gripping the bottom of the tire on the tread, and position your feet back a bit. Your chest should be driving into the tire. To lift the tire, extend through the hips, knees, and ankles, driving into the tire and up. As the tire reaches a 45 degree angle, step forward and drive a knee into the tire. As you do so adjust your grip to the upper portion of the tire and push it forward as hard as possible to complete the turn. Repeat as necessary.",['tire'],"Use an appropriately weighted tire for your level. Keep your chest against the tire and lift by extending hips, knees, and ankles—avoid rounding or jerking with the lower back. As it reaches ~45°, step in, drive a knee into the tire, then regrip to the upper portion before pushing. Keep fingers clear under the tire and ensure clear, stable footing and space."
Barbell back squat to box,powerlifting,quadriceps,intermediate,"The box squat allows you to squat to desired depth and develop explosive strength in the squat movement. Begin in a power rack with a box at the appropriate height behind you. Typically, you would aim for a box height that brings you to a parallel squat, but you can train higher or lower if desired. Begin by stepping under the bar and placing it across the back of the shoulders. Squeeze your shoulder blades together and rotate your elbows forward, attempting to bend the bar across your shoulders. Remove the bar from the rack, creating a tight arch in your lower back, and step back into position. Place your feet wider for more emphasis on the back, glutes, adductors, and hamstrings, or closer together for more quad development. Keep your head facing forward. With your back, shoulders, and core tight, push your knees and butt out and you begin your descent. Sit back with your hips until you are seated on the box. Ideally, your shins should be perpendicular to the ground. Pause when you reach the box, and relax the hip flexors. Never bounce off of a box. Keeping the weight on your heels and pushing your feet and knees out, drive upward off of the box as you lead the movement with your head. Continue upward, maintaining tightness head to toe.","['barbell', 'power rack', 'box']","Choose an appropriate box height for your depth, control the descent, pause on the box and never bounce. Keep a tight arch and braced core, head forward, knees pushed out with weight on your heels and shins near perpendicular to reduce knee and back strain."
Power snatch-,olympic_weightlifting,quadriceps,expert,"Place your feet at a shoulder width stance with the barbell resting right above the connection between the toes and the rest of the foot. With a palms facing down grip, bend at the knees and keeping the back flat grab the bar using a wider than shoulder width grip. Bring the hips down and make sure that your body drops as if you were going to sit on a chair. This will be your starting position. Start pushing the floor as if it were a moving platform with your feet and simultaneously start lifting the barbell keeping it close to your legs. As the bar reaches the middle of your thighs, push the floor with your legs and lift your body to a complete extension in an explosive motion. Lift your shoulders back in a shrugging movement as you bring the bar up while lifting your elbows out to the side and keeping them above the bar for as long as possible. Now in a very quick but powerful motion, you have to get your body under the barbell when it has reached a high enough point where it can be controlled and drop while locking your arms and holding the barbell overhead as you assume a squat position. Finalize the movement by rising up out of the squat position to finish the lift. At the end of the lift both feet should be on line and the arms fully extended holding the barbell overhead.  Caution: This is a very advanced exercise so be extremely careful with the weight used. Bad form on this exercise can lead to serious injury.",['barbell'],"Expert-level lift; keep your back flat and the bar close, use conservative weight, and maintain strict form—bad technique can cause serious injury."
Reverse Band Box Squat,powerlifting,quadriceps,intermediate,"Begin in a power rack with a box at the appropriate height behind you. Set up the bands either on band pegs or attached to the top of the rack, ensuring they will be directly above the bar during the squat. Attach the other end to the bar. Begin by stepping under the bar and placing it across the back of the shoulders. Squeeze your shoulder blades together and rotate your elbows forward, attempting to bend the bar across your shoulders. Remove the bar from the rack, creating a tight arch in your lower back, and step back into position. Place your feet wider for more emphasis on the back, glutes, adductors, and hamstrings, or closer together for more quad development. Keep your head facing forward. With your back, shoulders, and core tight, push your knees and butt out and you begin your descent. Sit back with your hips until you are seated on the box. Ideally, your shins should be perpendicular to the ground. Pause when you reach the box, and relax the hip flexors. Never bounce off of a box. Keeping the weight on your heels and pushing your feet and knees out, drive upward off of the box as you lead the movement with your head. Continue upward, maintaining tightness head to toe. Use care to return the barbell to the rack.","['power rack', 'barbell', 'resistance bands', 'box']","Secure the bands directly above the bar on the rack before lifting. Control the descent and pause on the box—never bounce. Keep a tight arch and braced core, push knees and feet out with weight through the heels and shins roughly perpendicular, and rerack the bar carefully."
Jumping rope,cardio,quadriceps,intermediate,"Hold an end of the rope in each hand. Position the rope behind you on the ground. Raise your arms up and turn the rope over your head bringing it down in front of you. When it reaches the ground, jump over it. Find a good turning pace that can be maintained. Different speeds and techniques can be used to introduce variation. Rope jumping is exciting, challenges your coordination, and requires a lot of energy. A 150 lb person will burn about 350 calories jumping rope for 30 minutes, compared to over 450 calories running.",['jump rope'],Intermediate cardio—maintain a sustainable turning pace and only increase speed as coordination allows to avoid tripping. It’s energy‑demanding; monitor fatigue and stop if form or timing deteriorates.
Barbell walking lunge,strength,quadriceps,intermediate,"Begin standing with your feet shoulder width apart and a barbell across your upper back. Step forward with one leg, flexing the knees to drop your hips. Descend until your rear knee nearly touches the ground. Your posture should remain upright, and your front knee should stay above the front foot. Drive through the heel of your lead foot and extend both knees to raise yourself back up. Step forward with your rear foot, repeating the lunge on the opposite leg.",['barbell'],Keep torso upright and core braced; keep the front knee stacked over the foot. Lower under control until the rear knee nearly touches the floor—don’t let it hit. Drive through the front heel to stand and maintain balance. Use a manageable load appropriate for your level.
Single Leg Push-off,plyometrics,quadriceps,beginner,"Stand on the ground with one foot resting on the box, heel close to the edge. Push off with your foot on top of the box, trying to gain as much height as possible by extending through the hip and knee. Land with the same foot on top of the box, returning your other foot back to the start position.",['box'],"Use a stable, non‑slip box at a manageable height. Keep most of your foot on the box (heel near the edge, not hanging off). Drive through the hip and knee and land softly on the same foot with the knee tracking over the toes. Maintain balance and control; stop if the box shifts or you lose form."
Olympic Squat,olympic_weightlifting,quadriceps,beginner,"Begin with a barbell supported on top of the traps. The chest should be up, and the head facing forward. Adopt a hip width stance with the feet turned out as needed. Descend by flexing the knees, refraining from moving the hips back as much as possible. This requires that the knees travel forward; ensure that they stay aligned with the feet. The goal is to keep the torso as upright as possible. Continue all the way down, keeping the weight on the front of the heel. At the moment the upper legs contact the lower, reverse the motion, driving the weight upward.",['barbell'],Keep chest up and head forward; use a hip-width stance; descend by flexing the knees while keeping them aligned with the feet; keep the torso as upright as possible and the weight on the front of the heel; reverse the motion when the upper legs contact the lower. Avoid shifting the hips back excessively.
Stair climber,cardio,quadriceps,intermediate,"To begin, step onto the stepmill and select the desired option from the menu. You can choose a manual setting, or you can select a program to run. Typically, you can enter your age and weight to estimate the amount of calories burned during exercise. Use caution so that you donâ€™t trip as you climb the stairs. It is recommended that you maintain your grip on the handles so that you donâ€™t fall. Stepmills offer convenience, cardiovascular benefits, and usually have less impact than running outside while offering a similar rate of calories burned. They are typically much harder than other cardio equipment. A 150 lb person will typically burn over 300 calories in 30 minutes, compared to about 175 calories walking.",['stair climber machine'],"Use caution to avoid tripping while climbing and keep a firm grip on the handles to prevent falls; stepmills are harder than other cardio equipment, so choose an appropriate program and intensity."
Leverage Shrug,strength,traps,intermediate,"Load the pins to an appropriate weight. Position yourself directly between the handles. Grasp the top handles with a comfortable grip, and then lower your hips as you take a breath. Look forward with your head and keep your chest up. Drive through the floor with your heels, extending your hips and knees as you rise to a standing position. Keep your arms straight throughout the movement, finishing with your shoulders back. This will be your starting position. Raise the weight by shrugging the shoulders towards your ears, moving straight up and down. Pause at the top of the motion, and then return the weight to the starting position.","['leverage shrug machine', 'weight plates']","Use an appropriate load and stand centered between the handles. Keep chest up, head forward, and core braced; arms stay straight while shoulders move straight up and down (don’t roll). Drive through the heels, keep a neutral back, and control the weight—pause at the top and avoid jerking or using momentum."
Smith machine shrug,strength,traps,intermediate,"To begin, set the bar height on the smith machine around the middle of your thighs. Once the correct height is chosen and the bar is loaded, grab the bar using a pronated grip (palms facing you) shoulder width apart from each other. Lift the barbell up and fully extend your arms with your back straight. This is the starting position. While exhaling, elevate the bar by raising your shoulders until they come close to touching your ears. Hold the contraction for a second before lowering the bar back down to the starting position while inhaling. Repeat for the recommended amount of repetitions.  Variations:  This exercise can be performed using a squat rack with a barbell. However, be careful not to select a weight that is so heavy that it causes you to break good form as you do not have the support of the smith machine for this variation. Too much weight can harm your back. You can also use dumbbells to perform this exercise.","['smith machine', 'weight plates']",Keep your back straight and use a controlled shrug; avoid selecting a load so heavy that it breaks form—too much weight can harm your back. Exhale while lifting and inhale while lowering.
Machine low row-,strength,traps,intermediate,,['low row machine'],"Adjust the machine (seat/chest pad) and load before starting. Keep a neutral spine and chest up, retract the shoulder blades, and avoid rounding the back or jerking the weight. Use a controlled range of motion and don’t let the weight stack slam."
Single-arm inverted row,strength,traps,intermediate,,['barbell'],"Set the bar securely at an appropriate height in a stable rack and use a firm grip. Keep your body in a straight line with core braced and shoulders packed to avoid sagging or excessive rotation. Control each rep—avoid jerking, and stop if you feel shoulder pain or your grip starts to fail."
Machine Shrug - Gethin Variation,strength,traps,intermediate,,['shrug machine'],Adjust the machine to fit your body; keep a neutral spine and neck; shrug straight up and down without rolling the shoulders; use controlled reps and avoid overloading or bouncing to protect the shoulders and traps.
Dumbbell pull-over,strength,traps,intermediate,,"['dumbbell', 'bench']",Use a manageable weight and maintain full control; keep your back supported on a bench with feet planted; avoid excessive shoulder extension or arching the lower back; stop if you feel shoulder pain; consider a spotter for heavy sets.
Standing Dumbbell Shrug - Gethin Variation,strength,traps,intermediate,,['dumbbells'],Use a manageable weight; stand tall with a braced core and neutral neck; raise and lower the shoulders straight up and down without rolling or jerking; keep arms straight and avoid excessive load; stop if you feel shoulder or neck pain.
Single-arm dumbbell row,strength,traps,intermediate,,['dumbbell'],"Choose a controllable weight, keep a neutral spine with a braced core, and avoid jerking or rotating your torso; move the weight under control and stop if you feel back or shoulder pain."
Smith machine single-arm shrug,strength,traps,intermediate,,"['smith machine', 'weight plates']","Set the Smith machine safety stops and start with a light load. Grip the bar securely with one hand, keep a neutral neck, shrug straight up and down (don’t roll), and control the movement—no jerking. Keep the wrist aligned, avoid leaning, and lock/rack the bar before changing weight."
Standing dumbbell upright row,strength,traps,intermediate,"Grasp a dumbbell in each hand with a pronated (palms forward) grip that is slightly less than shoulder width. The dumbbells should be resting on top of your thighs. Your arms should be extended with a slight bend at the elbows and your back should be straight. This will be your starting position. Use your side shoulders to lift the dumbbells as you exhale. The dumbbells should be close to the body as you move it up and the elbows should drive the motion. Continue to lift them until they nearly touch your chin. Tip: Your elbows should drive the motion. As you lift the dumbbells, your elbows should always be higher than your forearms. Also, keep your torso stationary and pause for a second at the top of the movement. Lower the dumbbells back down slowly to the starting position. Inhale as you perform this portion of the movement. Repeat for the recommended amount of repetitions.  Caution: Be very careful with how much weight you use in this exercise. Too much weight leads to bad form, which in turn can cause shoulder injury. I've seen this too many times so please no jerking, swinging and cheating. Also, if you suffer from shoulder problems, you may want to stay away from upright rows and substitute by some form of lateral raises. Variations: This exercise can also be performed using a straight bar attached to a low pulley and it can also be performed using an e-z bar.",['dumbbells'],"Use a conservative weight and strict form—no jerking or swinging—to avoid shoulder injury; keep the torso still and elbows higher than forearms, and avoid upright rows if you have shoulder problems (consider lateral raises instead)."
Triceps dip,strength,triceps,intermediate,"To get into the starting position, hold your body at arm's length with your arms nearly locked above the bars. Now, inhale and slowly lower yourself downward. Your torso should remain upright and your elbows should stay close to your body. This helps to better focus on tricep involvement. Lower yourself until there is a 90 degree angle formed between the upper arm and forearm. Then, exhale and push your torso back up using your triceps to bring your body back to the starting position. Repeat the movement for the prescribed amount of repetitions.  Variations: If you are new at this exercise and do not have the strength to perform it, use a dip assist machine if available. These machines use weight to help you push your bodyweight. Otherwise, a spotter holding your legs can help. More advanced lifters can add weight to the exercise by using a weight belt that allows the addition of weighted plates.",['parallel bars'],"Keep torso upright and elbows close; lower slowly only to about a 90° elbow angle, then press up—avoid excessive depth, swinging, or hard lockout to protect shoulders and elbows. If you can’t perform bodyweight dips, use a dip-assist machine or a spotter; add weight with a belt only after mastering strict reps without pain."
Dumbbell floor press,powerlifting,triceps,intermediate,"Lay on the floor holding dumbbells in your hands. Your knees can be bent. Begin with the weights fully extended above you. Lower the weights until your upper arm comes in contact with the floor. You can tuck your elbows to emphasize triceps size and strength, or to focus on your chest angle your arms to the side. Pause at the bottom, and then bring the weight together at the top by extending through the elbows.",['dumbbells'],Control the descent and lower only until your upper arm contacts the floor; pause at the bottom and avoid bouncing. Keep your elbows in a comfortable position (tucked or slightly flared) and use a weight you can control.
Cable V-bar push-down,strength,triceps,intermediate,"Attach a V-Bar to a high pulley and grab with an overhand grip (palms facing down) at shoulder width. Standing upright with the torso straight and a very small inclination forward, bring the upper arms close to your body and perpendicular to the floor. The forearms should be pointing up towards the pulley as they hold the bar. The thumbs should be higher than the small finger. This is your starting position. Using the triceps, bring the bar down until it touches the front of your thighs and the arms are fully extended perpendicular to the floor. The upper arms should always remain stationary next to your torso and only the forearms should move. Exhale as you perform this movement. After a second hold at the contracted position, bring the V-Bar slowly up to the starting point. Breathe in as you perform this step. Repeat for the recommended amount of repetitions.  Variations: There are many variations to this movement. For instance you can use an E-Z bar attachment as well as a straight cable bar attachment for different variations of the exercise. Also, you can attach a rope to the pulley as well as using a reverse grip on the bar exercises. Just like the Triceps Pushdown but with the V-Bar attachment.","['cable machine', 'v-bar attachment']","Stand upright with only a slight forward lean, keep elbows pinned to your sides and upper arms stationary; move only the forearms. Use a controlled motion (don’t swing or use momentum), exhale on the pressdown and control the return. Choose a load that allows full extension without pain and avoid hyperextending or flaring the elbows or rounding the back."
EZ-Bar Skullcrusher,strength,triceps,intermediate,"Using a close grip, lift the EZ bar and hold it with your elbows in as you lie on the bench. Your arms should be perpendicular to the floor. This will be your starting position. Keeping the upper arms stationary, lower the bar by allowing the elbows to flex. Inhale as you perform this portion of the movement. Pause once the bar is directly above the forehead. Lift the bar back to the starting position by extending the elbow and exhaling. Repeat.","['ez curl bar', 'bench']","Use a close grip with elbows tucked and upper arms stationary; control the descent and stop with the bar just above your forehead to avoid impact. Keep arms perpendicular to the floor and breathe properly (inhale down, exhale up)."
Decline EZ-bar skullcrusher,strength,triceps,intermediate,"Secure your legs at the end of the decline bench and slowly lay down on the bench. Using a close grip (a grip that is slightly less than shoulder width), lift the EZ bar from the rack and hold it straight over you with your arms locked and elbows in. The arms should be perpendicular to the floor. This will be your starting position. Tip: In order to protect your rotator cuff, it is best if you have a spotter help you lift the barbell off the rack. As you breathe in and you keep the upper arms stationary, bring the bar down slowly by moving your forearms in a semicircular motion towards you until you feel the bar slightly touch your forehead. Breathe in as you perform this portion of the movement. Lift the bar back to the starting position by contracting the triceps and exhaling. Repeat until the recommended amount of repetitions is performed.  Variations: You can use a straight bar or dumbbells to perform this movement. You can also perform it on a flat bench as well.","['ez curl bar', 'decline bench', 'barbell rack']","Secure your legs on the decline bench. Use a spotter to help lift the bar from the rack to protect your rotator cuff. Keep upper arms stationary and elbows in, and lower the bar slowly to lightly touch your forehead—control the movement to avoid striking your head."
Weighted bench dip,strength,triceps,intermediate,"For this exercise you will need to place a bench behind your back and another one in front of you. With the benches perpendicular to your body, hold on to one bench on its edge with the hands close to your body, separated at shoulder width. Your arms should be fully extended. The legs will be extended forward on top of the other bench. Your legs should be parallel to the floor while your torso is to be perpendicular to the floor. Have your partner place the dumbbell on your lap. Note: This exercise is best performed with a partner as placing the weight on your lap can be challenging and cause injury without assistance. This will be your starting position. Slowly lower your body as you inhale by bending at the elbows until you lower yourself far enough to where there is an angle slightly smaller than 90 degrees between the upper arm and the forearm. Tip: Keep the elbows as close as possible throughout the movement. Forearms should always be pointing down. Using your triceps to bring your torso up again, lift yourself back to the starting position while exhaling. Repeat for the recommended amount of repetitions.  Caution: By placing your legs on top of another flat bench in front of you, the exercise becomes more challenging. It is best to attempt this exercise without any weights at first in order to get used to the movements required for good form. If that variation also becomes easy, then you can have a partner place plates on top of your lap. Make sure that in this case the partner ensures that the weights stay there throughout the movement.","['two flat benches', 'dumbbell', 'weight plates']",Use a partner to place and stabilize the weight on your lap. Start without added weight to learn the movement; adding weight and elevating legs on a second bench increases difficulty. Keep elbows close and forearms vertical; lower only to just under 90° at the elbows before pressing back up.
Reverse Grip Triceps Pushdown,strength,triceps,intermediate,"Start by setting a bar attachment (straight or e-z) on a high pulley machine. Facing the bar attachment, grab it with the palms facing up (supinated grip) at shoulder width. Lower the bar by using your lats until your arms are fully extended by your sides. Tip: Elbows should be in by your sides and your feet should be shoulder width apart from each other. This is the starting position. Slowly elevate the bar attachment up as you inhale so it is aligned with your chest. Only the forearms should move and the elbows/upper arms should be stationary by your side at all times. Then begin to lower the cable bar back down to the original staring position while exhaling and contracting the triceps hard. Repeat for the recommended amount of repetitions.  Variation: This exercise can also be performed with a single handle using one arm at a time. This will allow you to better isolate the triceps. With this version you can self spot yourself by placing your hand over your forearm and applying some pressure to help you perform more reps than before.","['cable machine', 'straight bar attachment', 'e-z bar attachment', 'single handle']","Secure the attachment to the high-pulley and use a manageable load. Keep elbows tucked and stationary with only the forearms moving; avoid using momentum or the shoulders/lats. Maintain neutral wrists with the underhand grip to reduce strain, control the descent and press, and avoid locking/hyperextending the elbows. Stop if you feel wrist or elbow pain."
Single-arm cable triceps extension,strength,triceps,intermediate,"With your right hand, grasp a single handle attached to the high-cable pulley using a supinated (underhand; palms facing up) grip. You should be standing directly in front of the weight stack. Now pull the handle down so that your upper arm and elbow are locked in to the side of your body. Your upper arm and forearm should form an acute angle (less than 90-degrees). You can keep the other arm by the waist and you can have one leg in front of you and the other one back for better balance. This will be your starting position. As you contract the triceps, move the single handle attachment down to your side until your arm is straight. Breathe out as you perform this movement. Tip: Only the forearms should move. Your upper arms should remain stationary at all times. Squeeze the triceps and hold for a second in this contracted position. Slowly return the handle to the starting position. Repeat for the recommended amount of repetitions and then perform the same movement with the other arm.  Variations: You can use exercise bands to perform this exercise.","['cable machine', 'single handle attachment']","Keep your upper arm pinned to your side—only the forearm should move. Stand directly in front of the weight stack with a staggered stance for balance. Use a controllable weight, avoid jerking, and return the handle slowly. Do not hyperextend or lock the elbow forcefully; exhale on the downward phase."
Triceps Pushdown - Rope Attachment,strength,triceps,intermediate,"Attach a rope attachment to a high pulley and grab with a neutral grip (palms facing each other). Standing upright with the torso straight and a very small inclination forward, bring the upper arms close to your body and perpendicular to the floor. The forearms should be pointing up towards the pulley as they hold the rope with the palms facing each other. This is your starting position. Using the triceps, bring the rope down as you bring each side of the rope to the side of your thighs. At the end of the movement the arms are fully extended and perpendicular to the floor. The upper arms should always remain stationary next to your torso and only the forearms should move. Exhale as you perform this movement. After holding for a second, at the contracted position, bring the rope slowly up to the starting point. Breathe in as you perform this step. Repeat for the recommended amount of repetitions.  Variations: There are many variations to this movement. For instance you can use an E-Z bar attachment as well as a V-angled bar or straight bar. Same as the Triceps Pushdown except with the rope attachment.","['cable machine with high pulley', 'rope attachment']","Use a manageable load, keep your torso upright with only a slight forward lean, pin your upper arms to your sides so only the forearms move, and control the motion without swinging; exhale on the pushdown and inhale on the return. Avoid locking out the elbows or letting the wrists bend excessively."
Seated triceps press,strength,triceps,intermediate,"Sit down on a bench with back support and grasp a dumbbell with both hands and hold it overhead at arm's length. Tip: a better way is to have somebody hand it to you especially if it is very heavy. The resistance should be resting in the palms of your hands with your thumbs around it. The palm of the hand should be facing inward. This will be your starting position. Keeping your upper arms close to your head (elbows in) and perpendicular to the floor, lower the resistance in a semi-circular motion behind your head until your forearms touch your biceps. Tip: The upper arms should remain stationary and only the forearms should move. Breathe in as you perform this step. Go back to the starting position by using the triceps to raise the dumbbell. Breathe out as you perform this step. Repeat for the recommended amount of repetitions.  Variations:  You can perform this exercise standing as well but this puts strain on your back especially if you are using heavy dumbbells like 95 lbs or so. Another variation is to use an EZ or straight bar instead in which case you will be holding the bar from the inside (around 5 inches between both hands) with the palms facing forward (pronated grip). There is also a bar that has parallel bars inside (often referred to as a triceps blaster) and this can also be used for this exercise. Finally, a low pulley cable with a rope attachment or bar (straight or EZ) attachment at the end can be used for variety purposes as well.","['dumbbell', 'bench with back support']","Use a bench with back support and control the movement. If the dumbbell is heavy, have a spotter hand it to you. Keep elbows in and upper arms stationary to avoid shoulder/elbow strain. Avoid performing this standing with heavy weights due to back strain. Breathe in on the way down and out on the way up."
Dumbbell front raise to lateral raise,strength,shoulders,intermediate,"In a standing position, hold a pair of dumbbells at your side. This will be your starting position. Keeping your elbows slightly bent, raise the weights directly in front of you to shoulder height, avoiding any swinging or cheating. At the top of the exercise move the weights out in front of you, keeping your arms extended. Lower the weights with a controlled motion. On the next repetition, raise the weights in front of you to shoulder height before moving the weights laterally to your sides. Lower the weights to the starting position.",['dumbbells'],Keep elbows slightly bent with arms extended; raise only to shoulder height; avoid swinging or cheating and lower the weights under control.
Single-arm palm-in dumbbell shoulder press,strength,shoulders,intermediate,Start by having a dumbbell in one hand with your arm fully extended to the side using a neutral grip. Use your other arm to hold on to an incline bench to keep your balance. Your feet should be shoulder width apart from each other. Now slowly lift the dumbbell up until you create a 90 degree angle with your arm. Note: Your forearm should be perpendicular to the floor. Continue to maintain a neutral grip throughout the entire exercise. Slowly lift the dumbbell up until your arm is fully extended. This the starting position. While inhaling lower the weight down until your arm is at a 90 degree angle again. Feel the contraction for a second and then lift the weight back up towards the starting position while exhaling. Remember to hold on to the incline bench and keep your feet positioned to keep balance during the exercise. Repeat for the recommended amount of repetitions. Switch arms and repeat the exercise.  Variation: This exercise can be performed with dumbbells in each arm as the dumbbells will help to keep you balanced. This is another great way to add variety to your routines and keep them interesting.,"['dumbbell', 'incline bench']",Use an incline bench for balance and keep feet shoulder-width. Maintain a neutral (palm-in) grip with the forearm perpendicular to the floor. Move slowly and under control—lower only to about a 90° elbow angle—exhale on the press and inhale while lowering. Avoid losing balance.
Single-arm kettlebell push-press,strength,shoulders,intermediate,"Hold a kettlebell by the handle. Clean the kettlebell to your shoulder by extending through the legs and hips as you pull the kettlebell towards your shoulder. Rotate your wrist as you do so, so that the palm faces forward. This will be your starting position. Dip your body by bending the knees, keeping your torso upright. Immediately reverse direction, driving through the heels, in essence jumping to create momentum. As you do so, press the kettlebell overhead to lockout by extending the arms, using your body's momentum to move the weight. Lower the weight to perform the next repetition.",['kettlebell'],"Keep your torso upright during the dip, drive through the heels, use controlled leg-driven momentum to press the kettlebell overhead to lockout, and lower it under control."
Seated barbell shoulder press,strength,shoulders,intermediate,"Sit on a Military Press Bench with a bar behind your head and either have a spotter give you the bar (better on the rotator cuff this way) or pick it up yourself carefully with a pronated grip (palms facing forward). Tip: Your grip should be wider than shoulder width and it should create a 90-degree angle between the forearm and the upper arm as the barbell goes down. Once you pick up the barbell with the correct grip length, lift the bar up over your head by locking your arms. Hold at about shoulder level and slightly in front of your head. This is your starting position. Lower the bar down to the collarbone slowly as you inhale. Lift the bar back up to the starting position as you exhale. Repeat for the recommended amount of repetitions.  Variations:  This exercise can also be performed standing but those with lower back problems are better off performing this seated variety. The behind the neck variation is not recommended for people with shoulder problems as it can be hard on the rotator cuff due to the hyperextension created by bringing the bar behind the neck.","['barbell', 'military press bench']","Lower the bar under control to the collarbone and keep it slightly in front of your head. Use the seated version if you have lower-back issues and consider a spotter for the handoff. Avoid the behind-the-neck variation, especially if you have shoulder problems, as it can stress the rotator cuff."
Seated Dumbbell Press,strength,shoulders,intermediate,"Grab a couple of dumbbells and sit on a military press bench or a utility bench that has a back support on it as you place the dumbbells upright on top of your thighs. Clean the dumbbells up one at a time by using your thighs to bring the dumbbells up to shoulder height at each side. Rotate the wrists so that the palms of your hands are facing forward. This is your starting position. As you exhale, push the dumbbells up until they touch at the top. After a second pause, slowly come down back to the starting position as you inhale. Repeat for the recommended amount of repetitions.  Variations:  You can perform the exercise standing or sitting on a regular flat bench. For people with lower back problems, the version described is the recommended one. You can also perform the exercise as Arnold Schwarzenegger used to do it, which is to start holding the dumbbells with a supinated grip (palms facing you) in front of your shoulders and then, as you start pushing up, you align the dumbbells in the starting position described on step 3 by rotating your wrists and touch the dumbbells at the top. As you come down, then you would go back to the starting position by rotating the wrist throughout the lowering portion until the palms of your hands are facing you. This variation is called the Arnold Press. However, it is not recommended if you have rotator cuff problems.","['dumbbells', 'bench with back support']","Use the seated version with back support if you have lower back issues, and avoid the Arnold press variation if you have rotator cuff problems. Perform reps in control (exhale on the press, inhale on the lower)."
Standing dumbbell shoulder press,strength,shoulders,intermediate,"Standing with your feet shoulder width apart, take a dumbbell in each hand. Raise the dumbbells to head height, the elbows out and about 90 degrees. This will be your starting position. Maintaining strict technique with no leg drive or leaning back, extend through the elbow to raise the weights together directly above your head. Pause, and slowly return the weight to the starting position.",['dumbbells'],Maintain strict technique—do not use leg drive or lean back; press directly overhead and return the weights slowly under control.
Military press,strength,shoulders,intermediate,"Start by placing a barbell that is about chest high on a squat rack. Once you have selected the weights, grab the barbell using a pronated (palms facing forward) grip. Make sure to grip the bar wider than shoulder width apart from each other. Slightly bend the knees and place the barbell on your collar bone. Lift the barbell up keeping it lying on your chest. Take a step back and position your feet shoulder width apart from each other. Once you pick up the barbell with the correct grip length, lift the bar up over your head by locking your arms. Hold at about shoulder level and slightly in front of your head. This is your starting position. Lower the bar down to the collarbone slowly as you inhale. Lift the bar back up to the starting position as you exhale. Repeat for the recommended amount of repetitions.  Variations:  This exercise can also be performed sitting as those with lower back problems are better off performing this seated variety. The behind the neck variation is not recommended for people with shoulder problems as it can be hard on the rotator cuff due to the hyperextension created by bringing the bar behind the neck. Another option is to use dumbbells when performing this exercise for better isolation.","['barbell', 'weight plates', 'squat rack']","If you have lower-back issues, perform the seated variation. Avoid the behind-the-neck variation—especially if you have shoulder problems—as it stresses the rotator cuff via hyperextension. Lower the bar to the collarbone under control and keep the bar path slightly in front of your head with a grip wider than shoulder width."
Incline dumbbell reverse fly,strength,shoulders,intermediate,"To begin, lie down on an incline bench with the chest and stomach pressing against the incline. Have the dumbbells in each hand with the palms facing each other (neutral grip). Extend the arms in front of you so that they are perpendicular to the angle of the bench. The legs should be stationary while applying pressure with the ball of your toes. This is the starting position. Maintaining the slight bend of the elbows, move the weights out and away from each other (to the side) in an arc motion while exhaling. Tip: Try to squeeze your shoulder blades together to get the best results from this exercise. The arms should be elevated until they are parallel to the floor. Feel the contraction and slowly lower the weights back down to the starting position while inhaling. Repeat for the recommended amount of repetitions.","['dumbbells', 'incline bench']","Keep your chest and stomach supported on the incline bench, maintain a slight bend in the elbows, and move the weights in a controlled arc—raise only until arms are parallel to the floor and lower slowly. Avoid using momentum or excessively heavy weights, and stop if you feel shoulder pain."
