nutrition_log_id,member_id,log_date,meal_type,food_id,food_name,serving_size_g,calories,protein_g,carbs_g,fat_g,fiber_g,sugar_g
NL00008838,MEM001513,2024-08-09,Dinner,FOOD0022,quinoa,140.0,168.0,6.2,29.4,2.7,2.9,8.8
NL00008839,MEM002173,2024-10-23,Dinner,FOOD0065,coconut oil,190.0,190.0,5.7,28.5,5.7,2.8,8.5
NL00008840,MEM000651,2024-10-31,Post-Workout,FOOD0059,avocado,160.0,256.0,3.2,13.6,24.0,1.4,4.0
NL00008841,MEM000145,2024-02-11,Breakfast,FOOD0048,orange,180.0,108.0,0.9,27.0,0.4,2.7,8.1
NL00008842,MEM002376,2024-10-27,Lunch,FOOD0007,tuna,190.0,250.8,53.2,0.0,2.5,0.0,0.0
NL00008843,MEM002254,2024-12-06,Post-Workout,FOOD0035,carrots,280.0,70.0,2.8,14.0,0.6,1.4,4.2
NL00008844,MEM000825,2024-02-26,Snack,FOOD0047,apple,60.0,31.2,0.2,8.4,0.1,0.8,2.5
NL00008845,MEM001500,2024-04-01,Post-Workout,FOOD0054,watermelon,230.0,138.0,1.2,34.5,0.5,3.4,10.4
NL00008846,MEM001204,2024-07-04,Dinner,FOOD0020,brown rice,100.0,112.0,2.6,24.0,0.9,2.4,7.2
NL00008847,MEM002407,2024-08-10,Lunch,FOOD0081,rice cakes,230.0,276.0,6.9,57.5,2.3,5.8,17.2
NL00008848,MEM000199,2024-11-05,Snack,FOOD0077,whey protein,240.0,240.0,7.2,36.0,7.2,3.6,10.8
NL00008849,MEM002365,2024-08-05,Post-Workout,FOOD0025,white bread,270.0,324.0,8.1,67.5,2.7,6.8,20.2
NL00008850,MEM000835,2024-01-13,Snack,FOOD0069,pecans,60.0,60.0,1.8,9.0,1.8,0.9,2.7
NL00008851,MEM000735,2024-02-03,Breakfast,FOOD0016,tempeh,210.0,210.0,6.3,31.5,6.3,3.2,9.5
NL00008852,MEM000967,2024-05-04,Lunch,FOOD0035,carrots,300.0,75.0,3.0,15.0,0.6,1.5,4.5
NL00008853,MEM000788,2024-07-21,Post-Workout,FOOD0062,peanut butter,170.0,170.0,5.1,25.5,5.1,2.6,7.6
NL00008854,MEM000426,2024-05-23,Snack,FOOD0038,cucumber,180.0,180.0,5.4,27.0,5.4,2.7,8.1
NL00008855,MEM002431,2024-08-20,Lunch,FOOD0019,white rice,120.0,156.0,3.2,33.6,0.4,3.4,10.1
NL00008856,MEM000103,2024-04-26,Snack,FOOD0022,quinoa,120.0,144.0,5.3,25.2,2.3,2.5,7.6
NL00008857,MEM000877,2024-03-26,Dinner,FOOD0048,orange,90.0,54.0,0.4,13.5,0.2,1.4,4.0
NL00008858,MEM000592,2024-03-20,Post-Workout,FOOD0066,chia seeds,110.0,110.0,3.3,16.5,3.3,1.6,5.0
NL00008859,MEM000911,2024-04-25,Snack,FOOD0009,shrimp,160.0,192.0,38.4,0.0,3.2,0.0,0.0
NL00008860,MEM000945,2024-08-11,Breakfast,FOOD0036,bell pepper,70.0,17.5,0.7,3.5,0.1,0.4,1.0
NL00008861,MEM001906,2024-05-08,Snack,FOOD0032,broccoli,70.0,23.8,2.0,4.9,0.3,0.5,1.5
NL00008862,MEM002412,2024-12-10,Dinner,FOOD0079,granola bar,270.0,270.0,8.1,40.5,8.1,4.1,12.2
NL00008863,MEM001055,2024-09-26,Lunch,FOOD0039,lettuce,120.0,30.0,1.2,6.0,0.2,0.6,1.8
NL00008864,MEM001303,2024-05-05,Dinner,FOOD0066,chia seeds,170.0,170.0,5.1,25.5,5.1,2.6,7.6
NL00008865,MEM002031,2024-01-17,Breakfast,FOOD0038,cucumber,190.0,190.0,5.7,28.5,5.7,2.8,8.5
NL00008866,MEM000893,2024-07-13,Post-Workout,FOOD0007,tuna,60.0,79.2,16.8,0.0,0.8,0.0,0.0
NL00008867,MEM000366,2024-06-29,Breakfast,FOOD0060,almonds,120.0,694.8,25.2,26.4,60.0,2.6,7.9
NL00008868,MEM000968,2024-02-29,Snack,FOOD0022,quinoa,130.0,156.0,5.7,27.3,2.5,2.7,8.2
NL00008869,MEM001507,2024-10-06,Breakfast,FOOD0026,pasta,130.0,170.3,6.5,32.5,1.4,3.2,9.8
NL00008870,MEM000883,2024-10-22,Post-Workout,FOOD0053,grapes,90.0,54.0,0.4,13.5,0.2,1.4,4.0
NL00008871,MEM001569,2024-09-17,Breakfast,FOOD0033,spinach,140.0,32.2,4.1,5.0,0.6,0.6,1.5
NL00008872,MEM001077,2024-12-07,Snack,FOOD0074,mozzarella,120.0,120.0,3.6,18.0,3.6,1.8,5.4
NL00008873,MEM001295,2024-09-21,Dinner,FOOD0078,butter,300.0,300.0,9.0,45.0,9.0,4.5,13.5
NL00008874,MEM000956,2024-04-12,Dinner,FOOD0075,cheddar cheese,100.0,100.0,3.0,15.0,3.0,1.5,4.5
NL00008875,MEM001563,2024-04-14,Post-Workout,FOOD0019,white rice,260.0,338.0,7.0,72.8,0.8,7.3,21.8
NL00008876,MEM000854,2024-01-26,Post-Workout,FOOD0011,eggs,110.0,170.5,14.3,1.2,12.1,0.1,0.3
NL00008877,MEM002047,2024-04-06,Dinner,FOOD0053,grapes,50.0,30.0,0.2,7.5,0.1,0.8,2.2
NL00008878,MEM001610,2024-01-11,Dinner,FOOD0034,kale,90.0,90.0,2.7,13.5,2.7,1.4,4.0
NL00008879,MEM001251,2024-02-27,Dinner,FOOD0064,olive oil,200.0,200.0,6.0,30.0,6.0,3.0,9.0
NL00008880,MEM002348,2024-06-02,Breakfast,FOOD0010,cod,160.0,192.0,38.4,0.0,3.2,0.0,0.0
NL00008881,MEM000970,2024-08-19,Breakfast,FOOD0008,tilapia,240.0,288.0,57.6,0.0,4.8,0.0,0.0
NL00008882,MEM002135,2024-07-31,Breakfast,FOOD0014,ground turkey,150.0,150.0,4.5,22.5,4.5,2.2,6.8
NL00008883,MEM001873,2024-10-10,Post-Workout,FOOD0027,sweet potato,50.0,43.0,0.8,10.0,0.0,1.0,3.0
NL00008884,MEM000452,2024-03-15,Dinner,FOOD0019,white rice,80.0,104.0,2.2,22.4,0.2,2.2,6.7
NL00008885,MEM001545,2024-10-22,Lunch,FOOD0002,chicken thigh,90.0,188.1,23.4,0.0,9.9,0.0,0.0
NL00008886,MEM002173,2024-11-28,Lunch,FOOD0040,asparagus,240.0,240.0,7.2,36.0,7.2,3.6,10.8
NL00008887,MEM000247,2024-02-03,Post-Workout,FOOD0075,cheddar cheese,290.0,290.0,8.7,43.5,8.7,4.4,13.0
NL00008888,MEM000228,2024-04-08,Dinner,FOOD0031,tortilla,290.0,290.0,8.7,43.5,8.7,4.4,13.0
NL00008889,MEM002331,2024-06-11,Lunch,FOOD0051,mango,200.0,200.0,6.0,30.0,6.0,3.0,9.0
NL00008890,MEM002448,2024-10-01,Dinner,FOOD0054,watermelon,230.0,138.0,1.2,34.5,0.5,3.4,10.4
NL00008891,MEM001360,2024-08-31,Lunch,FOOD0037,tomato,70.0,17.5,0.7,3.5,0.1,0.4,1.0
NL00008892,MEM002106,2024-04-28,Snack,FOOD0082,popcorn,110.0,110.0,3.3,16.5,3.3,1.6,5.0
NL00008893,MEM001438,2024-08-04,Lunch,FOOD0084,honey,160.0,160.0,4.8,24.0,4.8,2.4,7.2
NL00008894,MEM002267,2024-07-23,Dinner,FOOD0036,bell pepper,80.0,20.0,0.8,4.0,0.2,0.4,1.2
NL00008895,MEM001378,2024-05-29,Lunch,FOOD0009,shrimp,160.0,192.0,38.4,0.0,3.2,0.0,0.0
NL00008896,MEM000843,2024-02-21,Breakfast,FOOD0078,butter,210.0,210.0,6.3,31.5,6.3,3.2,9.5
NL00008897,MEM001226,2024-09-30,Snack,FOOD0080,protein bar,160.0,160.0,4.8,24.0,4.8,2.4,7.2
NL00008898,MEM000465,2024-12-08,Lunch,FOOD0080,protein bar,80.0,80.0,2.4,12.0,2.4,1.2,3.6
NL00008899,MEM001532,2024-12-07,Dinner,FOOD0012,egg whites,200.0,200.0,6.0,30.0,6.0,3.0,9.0
NL00008900,MEM002168,2024-08-04,Post-Workout,FOOD0027,sweet potato,180.0,154.8,2.9,36.0,0.2,3.6,10.8
NL00008901,MEM000262,2024-07-29,Dinner,FOOD0081,rice cakes,130.0,156.0,3.9,32.5,1.3,3.2,9.8
NL00008902,MEM000701,2024-08-14,Snack,FOOD0055,peach,210.0,210.0,6.3,31.5,6.3,3.2,9.5
NL00008903,MEM001074,2024-11-20,Post-Workout,FOOD0007,tuna,270.0,356.4,75.6,0.0,3.5,0.0,0.0
NL00008904,MEM000206,2024-02-26,Dinner,FOOD0061,walnuts,270.0,270.0,8.1,40.5,8.1,4.1,12.2
NL00008905,MEM001088,2024-02-16,Lunch,FOOD0064,olive oil,150.0,150.0,4.5,22.5,4.5,2.2,6.8
NL00008906,MEM001587,2024-03-08,Breakfast,FOOD0006,salmon,200.0,412.0,44.0,0.0,26.0,0.0,0.0
NL00008907,MEM000602,2024-01-27,Lunch,FOOD0079,granola bar,210.0,210.0,6.3,31.5,6.3,3.2,9.5
NL00008908,MEM002453,2024-03-12,Dinner,FOOD0032,broccoli,160.0,54.4,4.5,11.2,0.6,1.1,3.4
NL00008909,MEM001630,2024-03-02,Dinner,FOOD0048,orange,290.0,174.0,1.4,43.5,0.6,4.4,13.0
NL00008910,MEM000147,2024-02-15,Snack,FOOD0004,steak,140.0,379.4,35.0,0.0,26.6,0.0,0.0
NL00008911,MEM001167,2024-05-16,Snack,FOOD0015,tofu,280.0,280.0,8.4,42.0,8.4,4.2,12.6
NL00008912,MEM000493,2024-04-16,Dinner,FOOD0041,green beans,70.0,70.0,2.1,10.5,2.1,1.0,3.2
NL00008913,MEM002033,2024-11-26,Lunch,FOOD0005,pork chop,80.0,200.0,20.8,0.0,13.6,0.0,0.0
NL00008914,MEM001082,2024-08-04,Snack,FOOD0048,orange,50.0,30.0,0.2,7.5,0.1,0.8,2.2
NL00008915,MEM000281,2024-10-28,Dinner,FOOD0039,lettuce,100.0,25.0,1.0,5.0,0.2,0.5,1.5
NL00008916,MEM000697,2024-03-30,Snack,FOOD0063,almond butter,230.0,230.0,6.9,34.5,6.9,3.4,10.4
NL00008917,MEM002018,2024-06-09,Lunch,FOOD0035,carrots,150.0,37.5,1.5,7.5,0.3,0.8,2.2
NL00008918,MEM000116,2024-10-28,Dinner,FOOD0065,coconut oil,170.0,170.0,5.1,25.5,5.1,2.6,7.6
NL00008919,MEM000280,2024-09-18,Dinner,FOOD0035,carrots,60.0,15.0,0.6,3.0,0.1,0.3,0.9
NL00008920,MEM001101,2024-12-04,Post-Workout,FOOD0079,granola bar,280.0,280.0,8.4,42.0,8.4,4.2,12.6
NL00008921,MEM002260,2024-04-02,Post-Workout,FOOD0083,dark chocolate,60.0,60.0,1.8,9.0,1.8,0.9,2.7
NL00008922,MEM002394,2024-10-07,Breakfast,FOOD0061,walnuts,70.0,70.0,2.1,10.5,2.1,1.0,3.2
NL00008923,MEM001224,2024-10-02,Dinner,FOOD0082,popcorn,140.0,140.0,4.2,21.0,4.2,2.1,6.3
NL00008924,MEM001763,2024-04-21,Breakfast,FOOD0076,yogurt,280.0,165.2,28.0,10.1,1.1,1.1,3.1
NL00008925,MEM000685,2024-09-08,Lunch,FOOD0009,shrimp,250.0,300.0,60.0,0.0,5.0,0.0,0.0
NL00008926,MEM001410,2024-11-10,Dinner,FOOD0045,mushrooms,300.0,300.0,9.0,45.0,9.0,4.5,13.5
NL00008927,MEM000536,2024-06-13,Breakfast,FOOD0044,zucchini,230.0,230.0,6.9,34.5,6.9,3.4,10.4
NL00008928,MEM001284,2024-04-06,Dinner,FOOD0049,strawberry,130.0,78.0,0.6,19.5,0.3,2.0,5.9
NL00008929,MEM001939,2024-10-28,Snack,FOOD0053,grapes,70.0,42.0,0.4,10.5,0.1,1.0,3.2
NL00008930,MEM000560,2024-11-09,Lunch,FOOD0045,mushrooms,190.0,190.0,5.7,28.5,5.7,2.8,8.5
NL00008931,MEM001987,2024-04-16,Dinner,FOOD0052,pineapple,60.0,31.2,0.2,8.4,0.1,0.8,2.5
NL00008932,MEM001965,2024-05-23,Dinner,FOOD0003,ground beef,140.0,350.0,36.4,0.0,23.8,0.0,0.0
NL00008933,MEM000500,2024-12-13,Snack,FOOD0012,egg whites,270.0,270.0,8.1,40.5,8.1,4.1,12.2
NL00008934,MEM000849,2024-10-16,Post-Workout,FOOD0063,almond butter,260.0,260.0,7.8,39.0,7.8,3.9,11.7
NL00008935,MEM000304,2024-06-24,Lunch,FOOD0025,white bread,120.0,144.0,3.6,30.0,1.2,3.0,9.0
NL00008936,MEM000688,2024-12-09,Post-Workout,FOOD0052,pineapple,300.0,156.0,0.9,42.0,0.6,4.2,12.6
NL00008937,MEM000130,2024-08-15,Dinner,FOOD0022,quinoa,160.0,192.0,7.0,33.6,3.0,3.4,10.1
NL00008938,MEM000911,2024-12-10,Breakfast,FOOD0043,brussels sprouts,70.0,70.0,2.1,10.5,2.1,1.0,3.2
NL00008939,MEM002344,2024-04-16,Dinner,FOOD0064,olive oil,230.0,230.0,6.9,34.5,6.9,3.4,10.4
NL00008940,MEM002386,2024-09-24,Snack,FOOD0034,kale,110.0,110.0,3.3,16.5,3.3,1.6,5.0
NL00008941,MEM001061,2024-11-04,Lunch,FOOD0031,tortilla,240.0,240.0,7.2,36.0,7.2,3.6,10.8
NL00008942,MEM001127,2024-02-09,Post-Workout,FOOD0058,grapefruit,190.0,114.0,1.0,28.5,0.4,2.8,8.5
NL00008943,MEM000244,2024-06-15,Post-Workout,FOOD0028,potato,160.0,137.6,2.6,32.0,0.2,3.2,9.6
NL00008944,MEM001630,2024-02-26,Breakfast,FOOD0058,grapefruit,160.0,96.0,0.8,24.0,0.3,2.4,7.2
NL00008945,MEM001211,2024-06-07,Breakfast,FOOD0015,tofu,290.0,290.0,8.7,43.5,8.7,4.4,13.0
NL00008946,MEM001506,2024-08-04,Post-Workout,FOOD0031,tortilla,220.0,220.0,6.6,33.0,6.6,3.3,9.9
NL00008947,MEM000553,2024-10-14,Breakfast,FOOD0008,tilapia,70.0,84.0,16.8,0.0,1.4,0.0,0.0
NL00008948,MEM001516,2024-06-28,Dinner,FOOD0073,cheese,270.0,270.0,8.1,40.5,8.1,4.1,12.2
NL00008949,MEM002143,2024-07-29,Dinner,FOOD0058,grapefruit,190.0,114.0,1.0,28.5,0.4,2.8,8.5
NL00008950,MEM002064,2024-01-31,Lunch,FOOD0013,turkey breast,280.0,280.0,8.4,42.0,8.4,4.2,12.6
NL00008951,MEM001864,2024-03-06,Breakfast,FOOD0031,tortilla,80.0,80.0,2.4,12.0,2.4,1.2,3.6
NL00008952,MEM002180,2024-01-26,Snack,FOOD0059,avocado,270.0,432.0,5.4,23.0,40.5,2.4,6.8
NL00008953,MEM002143,2024-01-02,Dinner,FOOD0010,cod,170.0,204.0,40.8,0.0,3.4,0.0,0.0
NL00008954,MEM000382,2024-01-12,Lunch,FOOD0039,lettuce,150.0,37.5,1.5,7.5,0.3,0.8,2.2
NL00008955,MEM002142,2024-06-18,Dinner,FOOD0002,chicken thigh,90.0,188.1,23.4,0.0,9.9,0.0,0.0
NL00008956,MEM001755,2024-01-12,Dinner,FOOD0038,cucumber,130.0,130.0,3.9,19.5,3.9,2.0,5.9
NL00008957,MEM000912,2024-01-24,Lunch,FOOD0024,whole wheat bread,300.0,360.0,9.0,75.0,3.0,7.5,22.5
NL00008958,MEM001725,2024-04-23,Dinner,FOOD0076,yogurt,90.0,53.1,9.0,3.2,0.4,0.4,1.0
NL00008959,MEM002075,2024-07-17,Breakfast,FOOD0003,ground beef,50.0,125.0,13.0,0.0,8.5,0.0,0.0
NL00008960,MEM000273,2024-04-24,Post-Workout,FOOD0037,tomato,100.0,25.0,1.0,5.0,0.2,0.5,1.5
NL00008961,MEM000361,2024-09-16,Lunch,FOOD0037,tomato,210.0,52.5,2.1,10.5,0.4,1.0,3.2
NL00008962,MEM000813,2024-12-12,Lunch,FOOD0071,greek yogurt,100.0,59.0,10.0,3.6,0.4,0.4,1.1
NL00008963,MEM000877,2024-04-11,Snack,FOOD0008,tilapia,210.0,252.0,50.4,0.0,4.2,0.0,0.0
NL00008964,MEM000158,2024-08-26,Dinner,FOOD0018,cottage cheese,120.0,120.0,3.6,18.0,3.6,1.8,5.4
NL00008965,MEM000937,2024-08-19,Dinner,FOOD0019,white rice,170.0,221.0,4.6,47.6,0.5,4.8,14.3
NL00008966,MEM000636,2024-10-19,Snack,FOOD0007,tuna,170.0,224.4,47.6,0.0,2.2,0.0,0.0
NL00008967,MEM000444,2024-11-10,Dinner,FOOD0060,almonds,130.0,752.7,27.3,28.6,65.0,2.9,8.6
NL00008968,MEM002401,2024-02-07,Snack,FOOD0072,milk,280.0,280.0,8.4,42.0,8.4,4.2,12.6
NL00008969,MEM001854,2024-02-18,Lunch,FOOD0027,sweet potato,60.0,51.6,1.0,12.0,0.1,1.2,3.6
NL00008970,MEM002427,2024-08-04,Snack,FOOD0053,grapes,250.0,150.0,1.2,37.5,0.5,3.8,11.2
NL00008971,MEM002277,2024-03-22,Dinner,FOOD0085,maple syrup,70.0,70.0,2.1,10.5,2.1,1.0,3.2
NL00008972,MEM000458,2024-11-02,Snack,FOOD0032,broccoli,290.0,98.6,8.1,20.3,1.2,2.0,6.1
NL00008973,MEM000168,2024-01-18,Snack,FOOD0015,tofu,130.0,130.0,3.9,19.5,3.9,2.0,5.9
NL00008974,MEM001459,2024-07-25,Snack,FOOD0003,ground beef,210.0,525.0,54.6,0.0,35.7,0.0,0.0
NL00008975,MEM001101,2024-02-28,Snack,FOOD0002,chicken thigh,290.0,606.1,75.4,0.0,31.9,0.0,0.0
NL00008976,MEM001543,2024-10-25,Post-Workout,FOOD0076,yogurt,100.0,59.0,10.0,3.6,0.4,0.4,1.1
NL00008977,MEM002350,2024-05-14,Post-Workout,FOOD0039,lettuce,130.0,32.5,1.3,6.5,0.3,0.6,2.0
NL00008978,MEM000872,2024-02-16,Dinner,FOOD0054,watermelon,260.0,156.0,1.3,39.0,0.5,3.9,11.7
NL00008979,MEM000956,2024-01-09,Snack,FOOD0062,peanut butter,220.0,220.0,6.6,33.0,6.6,3.3,9.9
NL00008980,MEM001768,2024-12-05,Dinner,FOOD0077,whey protein,140.0,140.0,4.2,21.0,4.2,2.1,6.3
NL00008981,MEM002302,2024-07-23,Dinner,FOOD0027,sweet potato,90.0,77.4,1.4,18.0,0.1,1.8,5.4
NL00008982,MEM000714,2024-10-20,Dinner,FOOD0048,orange,280.0,168.0,1.4,42.0,0.6,4.2,12.6
NL00008983,MEM000010,2024-03-25,Dinner,FOOD0034,kale,150.0,150.0,4.5,22.5,4.5,2.2,6.8
NL00008984,MEM001941,2024-10-29,Dinner,FOOD0048,orange,120.0,72.0,0.6,18.0,0.2,1.8,5.4
NL00008985,MEM001494,2024-11-25,Post-Workout,FOOD0075,cheddar cheese,110.0,110.0,3.3,16.5,3.3,1.6,5.0
NL00008986,MEM002244,2024-12-15,Breakfast,FOOD0019,white rice,240.0,312.0,6.5,67.2,0.7,6.7,20.2
NL00008987,MEM002060,2024-10-12,Dinner,FOOD0058,grapefruit,240.0,144.0,1.2,36.0,0.5,3.6,10.8
NL00008988,MEM002211,2024-01-19,Dinner,FOOD0079,granola bar,250.0,250.0,7.5,37.5,7.5,3.8,11.2
NL00008989,MEM000263,2024-04-21,Dinner,FOOD0031,tortilla,230.0,230.0,6.9,34.5,6.9,3.4,10.4
NL00008990,MEM001723,2024-01-29,Breakfast,FOOD0028,potato,250.0,215.0,4.0,50.0,0.2,5.0,15.0
NL00008991,MEM000613,2024-04-26,Breakfast,FOOD0070,sunflower seeds,300.0,300.0,9.0,45.0,9.0,4.5,13.5
NL00008992,MEM000111,2024-09-25,Breakfast,FOOD0025,white bread,240.0,288.0,7.2,60.0,2.4,6.0,18.0
NL00008993,MEM000419,2024-02-04,Snack,FOOD0074,mozzarella,220.0,220.0,6.6,33.0,6.6,3.3,9.9
NL00008994,MEM000548,2024-03-07,Lunch,FOOD0023,oatmeal,250.0,170.0,6.0,30.0,3.5,3.0,9.0
NL00008995,MEM000288,2024-04-03,Snack,FOOD0013,turkey breast,210.0,210.0,6.3,31.5,6.3,3.2,9.5
NL00008996,MEM001720,2024-06-03,Post-Workout,FOOD0004,steak,130.0,352.3,32.5,0.0,24.7,0.0,0.0
NL00008997,MEM002065,2024-07-03,Snack,FOOD0042,cauliflower,80.0,80.0,2.4,12.0,2.4,1.2,3.6
NL00008998,MEM000588,2024-11-27,Breakfast,FOOD0011,eggs,240.0,372.0,31.2,2.6,26.4,0.2,0.7
NL00008999,MEM002343,2024-07-07,Lunch,FOOD0019,white rice,130.0,169.0,3.5,36.4,0.4,3.6,10.9
NL00009000,MEM001657,2024-06-05,Post-Workout,FOOD0003,ground beef,170.0,425.0,44.2,0.0,28.9,0.0,0.0
NL00009001,MEM000113,2024-09-04,Breakfast,FOOD0001,chicken breast,90.0,148.5,27.9,0.0,3.2,0.0,0.0
NL00009002,MEM001743,2024-07-30,Post-Workout,FOOD0081,rice cakes,250.0,300.0,7.5,62.5,2.5,6.2,18.8
NL00009003,MEM000538,2024-08-26,Breakfast,FOOD0054,watermelon,140.0,84.0,0.7,21.0,0.3,2.1,6.3
NL00009004,MEM000480,2024-08-26,Dinner,FOOD0006,salmon,100.0,206.0,22.0,0.0,13.0,0.0,0.0
NL00009005,MEM002059,2024-03-12,Post-Workout,FOOD0059,avocado,290.0,464.0,5.8,24.6,43.5,2.6,7.2
NL00009006,MEM000940,2024-06-08,Snack,FOOD0047,apple,190.0,98.8,0.6,26.6,0.4,2.7,8.0
NL00009007,MEM001954,2024-01-04,Dinner,FOOD0004,steak,80.0,216.8,20.0,0.0,15.2,0.0,0.0
NL00009008,MEM002136,2024-08-06,Dinner,FOOD0075,cheddar cheese,60.0,60.0,1.8,9.0,1.8,0.9,2.7
NL00009009,MEM000362,2024-06-23,Breakfast,FOOD0065,coconut oil,150.0,150.0,4.5,22.5,4.5,2.2,6.8
NL00009010,MEM000854,2024-06-20,Post-Workout,FOOD0061,walnuts,110.0,110.0,3.3,16.5,3.3,1.6,5.0
NL00009011,MEM000801,2024-01-12,Post-Workout,FOOD0002,chicken thigh,210.0,438.9,54.6,0.0,23.1,0.0,0.0
NL00009012,MEM000183,2024-03-21,Post-Workout,FOOD0012,egg whites,180.0,180.0,5.4,27.0,5.4,2.7,8.1
NL00009013,MEM001644,2024-06-10,Breakfast,FOOD0043,brussels sprouts,170.0,170.0,5.1,25.5,5.1,2.6,7.6
NL00009014,MEM002064,2024-02-24,Breakfast,FOOD0049,strawberry,220.0,132.0,1.1,33.0,0.4,3.3,9.9
NL00009015,MEM001040,2024-10-29,Breakfast,FOOD0033,spinach,290.0,66.7,8.4,10.4,1.2,1.2,3.2
NL00009016,MEM001586,2024-02-19,Post-Workout,FOOD0059,avocado,290.0,464.0,5.8,24.6,43.5,2.6,7.2
NL00009017,MEM001815,2024-08-29,Snack,FOOD0011,eggs,170.0,263.5,22.1,1.9,18.7,0.2,0.5
NL00009018,MEM000439,2024-04-08,Post-Workout,FOOD0032,broccoli,150.0,51.0,4.2,10.5,0.6,1.0,3.2
NL00009019,MEM000025,2024-07-01,Snack,FOOD0006,salmon,210.0,432.6,46.2,0.0,27.3,0.0,0.0
NL00009020,MEM000585,2024-06-24,Dinner,FOOD0082,popcorn,250.0,250.0,7.5,37.5,7.5,3.8,11.2
NL00009021,MEM000182,2024-02-29,Lunch,FOOD0027,sweet potato,170.0,146.2,2.7,34.0,0.2,3.4,10.2
NL00009022,MEM001320,2024-07-08,Snack,FOOD0012,egg whites,270.0,270.0,8.1,40.5,8.1,4.1,12.2
NL00009023,MEM000880,2024-03-11,Lunch,FOOD0008,tilapia,110.0,132.0,26.4,0.0,2.2,0.0,0.0
NL00009024,MEM001908,2024-02-22,Lunch,FOOD0061,walnuts,110.0,110.0,3.3,16.5,3.3,1.6,5.0
NL00009025,MEM000104,2024-02-04,Breakfast,FOOD0081,rice cakes,270.0,324.0,8.1,67.5,2.7,6.8,20.2
NL00009026,MEM000464,2024-04-27,Dinner,FOOD0009,shrimp,140.0,168.0,33.6,0.0,2.8,0.0,0.0
NL00009027,MEM000104,2024-06-09,Dinner,FOOD0077,whey protein,80.0,80.0,2.4,12.0,2.4,1.2,3.6
NL00009028,MEM001745,2024-04-25,Breakfast,FOOD0010,cod,290.0,348.0,69.6,0.0,5.8,0.0,0.0
NL00009029,MEM002428,2024-02-02,Breakfast,FOOD0080,protein bar,270.0,270.0,8.1,40.5,8.1,4.1,12.2
NL00009030,MEM001692,2024-08-31,Lunch,FOOD0071,greek yogurt,230.0,135.7,23.0,8.3,0.9,0.9,2.5
NL00009031,MEM002373,2024-03-17,Post-Workout,FOOD0049,strawberry,240.0,144.0,1.2,36.0,0.5,3.6,10.8
NL00009032,MEM000035,2024-09-23,Post-Workout,FOOD0049,strawberry,220.0,132.0,1.1,33.0,0.4,3.3,9.9
NL00009033,MEM000849,2024-07-04,Post-Workout,FOOD0038,cucumber,90.0,90.0,2.7,13.5,2.7,1.4,4.0
NL00009034,MEM001530,2024-06-29,Breakfast,FOOD0071,greek yogurt,120.0,70.8,12.0,4.3,0.5,0.5,1.3
NL00009035,MEM000439,2024-10-26,Snack,FOOD0083,dark chocolate,240.0,240.0,7.2,36.0,7.2,3.6,10.8
NL00009036,MEM001778,2024-05-26,Breakfast,FOOD0053,grapes,190.0,114.0,1.0,28.5,0.4,2.8,8.5
NL00009037,MEM000722,2024-09-07,Post-Workout,FOOD0063,almond butter,110.0,110.0,3.3,16.5,3.3,1.6,5.0
NL00009038,MEM002293,2024-04-25,Lunch,FOOD0045,mushrooms,120.0,120.0,3.6,18.0,3.6,1.8,5.4
NL00009039,MEM001147,2024-10-20,Lunch,FOOD0019,white rice,270.0,351.0,7.3,75.6,0.8,7.6,22.7
NL00009040,MEM001282,2024-03-23,Post-Workout,FOOD0031,tortilla,60.0,60.0,1.8,9.0,1.8,0.9,2.7
NL00009041,MEM001446,2024-01-19,Post-Workout,FOOD0077,whey protein,280.0,280.0,8.4,42.0,8.4,4.2,12.6
NL00009042,MEM001641,2024-07-30,Snack,FOOD0073,cheese,190.0,190.0,5.7,28.5,5.7,2.8,8.5
NL00009043,MEM002030,2024-08-02,Snack,FOOD0077,whey protein,300.0,300.0,9.0,45.0,9.0,4.5,13.5
NL00009044,MEM000116,2024-09-22,Dinner,FOOD0077,whey protein,110.0,110.0,3.3,16.5,3.3,1.6,5.0
NL00009045,MEM000193,2024-01-30,Dinner,FOOD0078,butter,100.0,100.0,3.0,15.0,3.0,1.5,4.5
NL00009046,MEM000775,2024-08-13,Breakfast,FOOD0068,cashews,150.0,150.0,4.5,22.5,4.5,2.2,6.8
NL00009047,MEM000649,2024-07-08,Breakfast,FOOD0069,pecans,300.0,300.0,9.0,45.0,9.0,4.5,13.5
NL00009048,MEM001338,2024-08-02,Dinner,FOOD0046,banana,300.0,267.0,3.3,69.0,0.9,6.9,20.7
NL00009049,MEM002135,2024-03-25,Lunch,FOOD0036,bell pepper,50.0,12.5,0.5,2.5,0.1,0.2,0.8
NL00009050,MEM001216,2024-09-10,Breakfast,FOOD0076,yogurt,70.0,41.3,7.0,2.5,0.3,0.3,0.8
NL00009051,MEM001403,2024-08-16,Dinner,FOOD0004,steak,210.0,569.1,52.5,0.0,39.9,0.0,0.0
NL00009052,MEM000468,2024-03-05,Dinner,FOOD0073,cheese,50.0,50.0,1.5,7.5,1.5,0.8,2.2
NL00009053,MEM000133,2024-07-12,Lunch,FOOD0053,grapes,130.0,78.0,0.6,19.5,0.3,2.0,5.9
